ID,Nama,Jenis Kelamin,Usia,Tingkat Pendidikan,Pendapatan,Pengeluaran,Jam Kerja,Wilayah,Promo,Skor Loyalitas,Skor Kesehatan,Departemen,Pengalaman (Tahun),Hasil
1001,Individu-1001,Perempuan,22,SMA,15284.52,7166.15,24,Urban,No,77.1,76.64,Operations,7,Average
1002,Individu-1002,Perempuan,29,Magister,21453.14,15638.29,65,Suburban,Yes,72.88,86.19,Finance,38,Average
1003,Individu-1003,Perempuan,21,Diploma,12218.07,16754.69,40,Urban,No,3.3,68.14,IT,8,Low Performer
1004,Individu-1004,Perempuan,47,Diploma,26601.4,12553.67,70,Urban,Yes,30.23,84.94,Operations,30,Low Performer
1005,Individu-1005,Perempuan,40,Sarjana,4024.72,10687.5,33,Rural,No,47.35,84.55,IT,8,Low Performer
1006,Individu-1006,Perempuan,57,Magister,21596.13,389.26,33,Suburban,No,26.94,76.25,IT,11,Low Performer
1007,Individu-1007,Perempuan,48,SMA,23849.57,5951.48,15,Urban,No,82.8,98.3,IT,32,High Performer
1008,Individu-1008,Perempuan,64,Diploma,27235.23,5553.18,14,Urban,No,66.36,57.33,Marketing,3,Average
1009,Individu-1009,Laki-Laki,25,Magister,1594.38,15661.06,69,Suburban,Yes,47.86,57.68,IT,35,Low Performer
1010,Individu-1010,Laki-Laki,35,SMA,16946.94,9267.21,28,Rural,No,63.46,63.45,IT,1,Average
1011,Individu-1011,Perempuan,52,Doktor,14590.24,6095.43,39,Suburban,Yes,84.95,65.61,Operations,3,Average
1012,Individu-1012,Laki-Laki,63,Magister,3954.66,1551.97,55,Urban,Yes,62.19,98.63,IT,40,Average
1013,Individu-1013,Perempuan,64,Magister,14954.11,7698.29,45,Urban,Yes,10.38,63.48,Operations,21,Low Performer
1014,Individu-1014,Perempuan,38,Sarjana,4305.34,16253.43,32,Urban,No,78.14,92.48,Marketing,26,Average
1015,Individu-1015,Laki-Laki,45,SMA,21034.35,13116.32,19,Urban,No,95.74,52.32,Finance,35,Average
1016,Individu-1016,Laki-Laki,32,Doktor,10494.56,10703.6,18,Rural,Yes,13.87,68.01,IT,32,Low Performer
1017,Individu-1017,Laki-Laki,37,Magister,27312.93,6825.67,38,Suburban,Yes,74.25,78.47,Operations,6,Average
1018,Individu-1018,Laki-Laki,40,Magister,24424.92,6130.21,44,Rural,Yes,92.94,58.08,Operations,22,Average
1019,Individu-1019,Laki-Laki,47,Magister,10730.39,11898.76,10,Urban,Yes,29.5,96.56,Marketing,21,Low Performer
1020,Individu-1020,Perempuan,21,Diploma,23404.16,15452.7,76,Urban,No,49.24,57.13,HR,32,Low Performer
1021,Individu-1021,Perempuan,38,Magister,26453.08,18472.67,16,Rural,Yes,34.73,85.06,IT,36,Low Performer
1022,Individu-1022,Laki-Laki,61,Sarjana,14438.47,5987.92,50,Urban,Yes,15.75,81.03,IT,26,Low Performer
1023,Individu-1023,Perempuan,33,Doktor,10997.65,8163.28,10,Suburban,No,14.28,83.38,Operations,38,Low Performer
1024,Individu-1024,Laki-Laki,58,Sarjana,19158.58,11883.84,48,Urban,No,60.25,64.34,Operations,20,Average
1025,Individu-1025,Perempuan,61,Sarjana,4751.23,8365.56,13,Suburban,No,54.52,87.65,HR,12,Average
1026,Individu-1026,Perempuan,49,Magister,24408.31,4133.06,68,Suburban,No,92.29,64.61,Finance,2,Average
1027,Individu-1027,Laki-Laki,44,Doktor,23128.35,18410.37,47,Rural,Yes,43.22,60.16,IT,11,Low Performer
1028,Individu-1028,Laki-Laki,32,SMA,29075.8,6279.2,75,Suburban,Yes,32.73,93.34,Finance,7,Low Performer
1029,Individu-1029,Perempuan,62,Sarjana,22293.03,816.33,60,Urban,No,46.38,71.75,Operations,7,Low Performer
1030,Individu-1030,Laki-Laki,47,Sarjana,9889.0,13341.13,67,Suburban,Yes,35.48,70.54,Marketing,28,Low Performer
1031,Individu-1031,Laki-Laki,53,Doktor,18661.88,8149.99,20,Urban,No,32.47,84.25,IT,16,Low Performer
1032,Individu-1032,Laki-Laki,65,Magister,13114.49,13638.62,62,Suburban,Yes,75.92,90.02,Operations,20,Average
1033,Individu-1033,Perempuan,50,Diploma,24580.49,9560.07,49,Urban,No,96.14,85.84,HR,37,High Performer
1034,Individu-1034,Laki-Laki,34,Magister,3106.53,19188.98,26,Suburban,No,8.44,81.21,IT,33,Low Performer
1035,Individu-1035,Laki-Laki,62,Magister,7450.86,7308.18,21,Suburban,Yes,14.02,65.08,IT,19,Low Performer
1036,Individu-1036,Laki-Laki,30,Diploma,14039.81,16626.23,47,Suburban,No,53.69,65.35,Marketing,19,Average
1037,Individu-1037,Laki-Laki,30,Sarjana,18809.67,7136.98,67,Rural,No,93.07,96.92,Finance,36,High Performer
1038,Individu-1038,Perempuan,50,Magister,6446.19,9229.86,20,Urban,Yes,21.35,56.29,Finance,38,Low Performer
1039,Individu-1039,Perempuan,59,Magister,4403.73,3873.48,70,Urban,No,9.33,96.6,Finance,2,Low Performer
1040,Individu-1040,Laki-Laki,44,Magister,26983.31,9412.02,28,Suburban,No,82.01,52.61,Finance,37,Average
1041,Individu-1041,Laki-Laki,39,Sarjana,21538.9,621.56,13,Urban,No,70.86,67.94,Operations,11,Average
1042,Individu-1042,Perempuan,35,Magister,27631.3,4256.88,35,Rural,No,75.58,89.72,Operations,28,Average
1043,Individu-1043,Perempuan,35,Sarjana,23187.33,363.1,34,Urban,Yes,78.71,89.55,Operations,8,Average
1044,Individu-1044,Laki-Laki,65,Diploma,20145.18,10494.53,19,Urban,Yes,15.42,93.03,IT,35,Low Performer
1045,Individu-1045,Perempuan,31,Magister,24933.28,9149.92,65,Rural,Yes,73.61,72.49,IT,5,Average
1046,Individu-1046,Laki-Laki,26,Magister,11494.14,19386.93,39,Rural,Yes,11.42,77.63,Marketing,21,Low Performer
1047,Individu-1047,Laki-Laki,41,SMA,28368.42,2721.04,68,Urban,No,62.22,54.27,Marketing,4,Average
1048,Individu-1048,Perempuan,55,Diploma,6219.49,2220.62,42,Suburban,No,76.0,96.23,HR,26,Average
1049,Individu-1049,Perempuan,30,Doktor,24935.0,15063.84,20,Rural,Yes,92.0,69.73,HR,15,Average
1050,Individu-1050,Laki-Laki,27,Sarjana,3847.28,10266.87,10,Urban,No,95.62,65.26,IT,13,Average
1051,Individu-1051,Perempuan,34,Diploma,20342.93,14005.81,15,Suburban,No,22.59,54.22,IT,19,Low Performer
1052,Individu-1052,Laki-Laki,27,Diploma,14834.41,7001.95,80,Rural,No,83.67,60.36,IT,32,Average
1053,Individu-1053,Laki-Laki,32,Doktor,19892.32,4516.8,52,Rural,No,13.79,63.55,IT,17,Low Performer
1054,Individu-1054,Perempuan,50,Doktor,3712.45,1147.09,43,Rural,Yes,19.85,69.47,Finance,16,Low Performer
1055,Individu-1055,Perempuan,56,Magister,17709.52,16351.21,51,Urban,No,73.26,99.3,IT,38,Average
1056,Individu-1056,Laki-Laki,50,Doktor,25579.69,9977.68,61,Suburban,No,82.33,94.12,Marketing,15,High Performer
1057,Individu-1057,Perempuan,45,SMA,24902.54,10388.95,51,Rural,Yes,95.73,54.06,IT,1,Average
1058,Individu-1058,Laki-Laki,55,Magister,22095.06,616.8,24,Rural,Yes,52.45,72.49,HR,5,Average
1059,Individu-1059,Perempuan,51,Magister,7656.21,9415.55,50,Suburban,Yes,39.67,95.9,Marketing,24,Low Performer
1060,Individu-1060,Laki-Laki,43,SMA,21781.05,8378.98,20,Urban,No,66.42,66.65,Operations,21,Average
1061,Individu-1061,Perempuan,33,Sarjana,28235.26,8221.79,36,Urban,Yes,1.71,60.5,Finance,33,Low Performer
1062,Individu-1062,Perempuan,33,Doktor,28294.62,14958.93,24,Urban,No,30.13,63.94,Operations,35,Low Performer
1063,Individu-1063,Perempuan,40,Magister,23772.97,16988.87,16,Rural,No,43.67,82.96,HR,18,Low Performer
1064,Individu-1064,Laki-Laki,44,Doktor,12613.26,15793.7,24,Urban,Yes,39.74,77.69,HR,37,Low Performer
1065,Individu-1065,Perempuan,33,Doktor,3433.74,3124.93,58,Rural,No,18.6,92.67,Finance,19,Low Performer
1066,Individu-1066,Perempuan,56,Magister,15281.18,18097.8,38,Rural,No,12.36,60.38,IT,20,Low Performer
1067,Individu-1067,Perempuan,49,Diploma,19449.92,19757.4,61,Suburban,Yes,1.92,60.77,Finance,28,Low Performer
1068,Individu-1068,Perempuan,18,Diploma,5284.52,19758.77,62,Urban,No,48.36,75.27,Operations,22,Low Performer
1069,Individu-1069,Laki-Laki,33,Diploma,8285.47,4357.96,64,Urban,No,82.99,99.19,Operations,32,High Performer
1070,Individu-1070,Perempuan,64,Doktor,23547.71,6727.97,75,Suburban,Yes,71.11,52.84,Operations,19,Average
1071,Individu-1071,Perempuan,43,Doktor,17861.09,6041.24,48,Suburban,Yes,75.41,85.19,Finance,29,Average
1072,Individu-1072,Perempuan,59,Sarjana,7136.38,16671.55,46,Rural,No,95.67,94.68,HR,37,High Performer
1073,Individu-1073,Laki-Laki,59,Magister,5338.48,3736.11,36,Suburban,No,20.65,97.38,HR,16,Low Performer
1074,Individu-1074,Perempuan,58,Sarjana,22469.08,19132.88,23,Urban,Yes,74.31,92.47,Finance,33,Average
1075,Individu-1075,Laki-Laki,33,SMA,15168.51,8591.82,48,Rural,No,28.8,76.12,Marketing,27,Low Performer
1076,Individu-1076,Laki-Laki,62,Magister,14105.44,3870.43,72,Suburban,Yes,43.03,52.91,Marketing,19,Low Performer
1077,Individu-1077,Perempuan,62,SMA,25013.8,7515.0,23,Suburban,Yes,87.39,64.58,Finance,32,Average
1078,Individu-1078,Perempuan,64,SMA,12880.86,11030.06,79,Rural,Yes,83.03,50.03,IT,5,Average
1079,Individu-1079,Perempuan,29,SMA,4834.26,13188.09,34,Suburban,No,65.66,72.87,IT,17,Average
1080,Individu-1080,Laki-Laki,35,Doktor,25800.87,13512.08,71,Urban,No,33.93,97.6,Operations,12,Low Performer
1081,Individu-1081,Laki-Laki,64,SMA,18126.71,11720.04,63,Rural,Yes,28.35,95.37,IT,21,Low Performer
1082,Individu-1082,Perempuan,52,Diploma,6712.95,3446.3,78,Suburban,Yes,43.49,64.36,IT,5,Low Performer
1083,Individu-1083,Perempuan,42,Diploma,20053.22,8339.32,49,Urban,No,99.42,56.38,Marketing,14,Average
1084,Individu-1084,Perempuan,26,Doktor,10075.23,12952.07,49,Suburban,Yes,45.46,95.15,Finance,13,Low Performer
1085,Individu-1085,Perempuan,33,Doktor,5923.22,16914.84,66,Suburban,No,20.07,80.9,Operations,31,Low Performer
1086,Individu-1086,Perempuan,34,SMA,28099.91,11621.95,80,Suburban,Yes,19.15,87.31,HR,26,Low Performer
1087,Individu-1087,Laki-Laki,41,Doktor,27768.75,9886.91,56,Suburban,No,34.42,76.94,IT,24,Low Performer
1088,Individu-1088,Laki-Laki,34,Diploma,5487.25,2985.35,46,Urban,No,93.93,69.97,Operations,14,Average
1089,Individu-1089,Laki-Laki,54,Diploma,7184.82,18889.71,13,Rural,Yes,15.36,96.35,IT,18,Low Performer
1090,Individu-1090,Laki-Laki,48,SMA,9030.42,11817.07,54,Suburban,No,44.27,94.66,Marketing,3,Low Performer
1091,Individu-1091,Laki-Laki,33,Diploma,29711.94,10702.15,33,Urban,Yes,43.37,89.82,Operations,27,Low Performer
1092,Individu-1092,Laki-Laki,21,Diploma,11213.44,9387.75,68,Urban,Yes,25.28,82.45,Operations,36,Low Performer
1093,Individu-1093,Laki-Laki,30,Sarjana,5813.58,7868.68,69,Rural,Yes,1.83,90.13,Finance,39,Low Performer
1094,Individu-1094,Perempuan,51,Doktor,1593.82,6671.19,77,Rural,Yes,74.11,79.12,IT,4,Average
1095,Individu-1095,Perempuan,46,Magister,7133.53,411.59,10,Rural,No,90.21,55.84,Operations,23,Average
1096,Individu-1096,Laki-Laki,35,Doktor,17114.94,12252.45,44,Suburban,No,36.47,69.18,IT,28,Low Performer
1097,Individu-1097,Laki-Laki,52,Doktor,16366.22,18062.88,17,Rural,No,48.64,71.97,Finance,31,Low Performer
1098,Individu-1098,Perempuan,44,SMA,16514.59,2077.62,66,Urban,Yes,84.52,65.3,Marketing,8,Average
1099,Individu-1099,Laki-Laki,36,Sarjana,23592.27,15422.54,24,Rural,No,55.65,61.97,HR,19,Average
1100,Individu-1100,Laki-Laki,29,Magister,23148.34,11044.31,23,Rural,No,94.26,89.09,Marketing,30,High Performer
1101,Individu-1101,Perempuan,24,Diploma,10561.67,18931.0,68,Rural,Yes,55.61,61.16,Marketing,29,Average
1102,Individu-1102,Perempuan,28,Diploma,5701.86,18293.45,76,Suburban,Yes,7.47,91.91,Finance,26,Low Performer
1103,Individu-1103,Perempuan,20,Magister,8658.55,4569.5,18,Suburban,Yes,14.55,84.43,Operations,15,Low Performer
1104,Individu-1104,Perempuan,37,Doktor,18555.06,15139.47,22,Suburban,Yes,13.49,97.66,Operations,26,Low Performer
1105,Individu-1105,Laki-Laki,65,Doktor,8293.03,12307.44,71,Urban,Yes,39.0,66.48,Finance,29,Low Performer
1106,Individu-1106,Laki-Laki,33,SMA,6919.59,17749.73,48,Rural,No,24.68,86.72,IT,29,Low Performer
1107,Individu-1107,Perempuan,64,Diploma,22712.39,10830.19,49,Rural,Yes,8.08,75.35,Finance,22,Low Performer
1108,Individu-1108,Laki-Laki,41,Doktor,14992.2,8650.47,73,Suburban,Yes,76.35,71.03,IT,37,Average
1109,Individu-1109,Laki-Laki,20,SMA,20442.3,7678.73,46,Rural,No,37.41,59.44,HR,5,Low Performer
1110,Individu-1110,Perempuan,22,SMA,20898.38,11858.35,55,Rural,No,46.67,89.4,Operations,22,Low Performer
1111,Individu-1111,Perempuan,20,Sarjana,16234.77,18005.32,60,Urban,Yes,63.24,96.1,HR,2,Average
1112,Individu-1112,Laki-Laki,21,Sarjana,4093.36,19912.1,59,Rural,Yes,34.88,61.27,Finance,38,Low Performer
1113,Individu-1113,Perempuan,60,Doktor,24715.49,17685.82,73,Urban,Yes,26.38,70.62,HR,11,Low Performer
1114,Individu-1114,Laki-Laki,37,Diploma,10385.92,1909.05,11,Urban,Yes,39.22,68.15,Marketing,21,Low Performer
1115,Individu-1115,Perempuan,53,Diploma,26238.14,16042.12,74,Rural,Yes,96.32,53.33,HR,39,Average
1116,Individu-1116,Perempuan,55,Diploma,29031.26,18613.99,48,Urban,Yes,48.28,86.37,Operations,3,Low Performer
1117,Individu-1117,Laki-Laki,50,Magister,11312.65,967.4,56,Urban,Yes,38.03,87.97,Marketing,29,Low Performer
1118,Individu-1118,Perempuan,28,SMA,10470.55,14797.15,19,Urban,No,44.96,99.33,IT,38,Low Performer
1119,Individu-1119,Laki-Laki,18,Sarjana,28116.04,19887.25,69,Rural,No,34.8,65.39,Finance,3,Low Performer
1120,Individu-1120,Laki-Laki,41,Sarjana,24076.01,18408.58,76,Suburban,No,42.5,79.94,IT,36,Low Performer
1121,Individu-1121,Laki-Laki,41,Magister,19757.05,16529.52,20,Suburban,Yes,36.21,70.61,Marketing,2,Low Performer
1122,Individu-1122,Laki-Laki,35,Sarjana,18317.91,832.17,70,Suburban,Yes,74.42,79.12,Operations,15,Average
1123,Individu-1123,Laki-Laki,65,Doktor,7651.34,9437.78,24,Rural,Yes,46.79,75.52,Finance,30,Low Performer
1124,Individu-1124,Perempuan,45,Sarjana,22471.47,7564.06,28,Suburban,Yes,82.32,52.65,Operations,29,Average
1125,Individu-1125,Perempuan,45,Magister,17047.51,18252.09,59,Suburban,Yes,11.65,74.72,Marketing,34,Low Performer
1126,Individu-1126,Laki-Laki,28,Doktor,16436.18,12455.25,10,Suburban,No,70.52,96.21,Finance,2,Average
1127,Individu-1127,Laki-Laki,60,Sarjana,19130.08,17475.89,37,Suburban,Yes,49.59,85.42,IT,1,Low Performer
1128,Individu-1128,Laki-Laki,37,Diploma,21520.25,3875.6,20,Rural,Yes,29.47,69.49,Operations,16,Low Performer
1129,Individu-1129,Perempuan,39,Sarjana,12218.61,17111.56,48,Urban,No,86.93,82.98,Finance,2,High Performer
1130,Individu-1130,Laki-Laki,33,Diploma,25212.3,17782.08,48,Rural,No,69.2,58.73,IT,39,Average
1131,Individu-1131,Perempuan,59,Doktor,7615.5,14398.45,40,Rural,Yes,16.4,75.58,Marketing,12,Low Performer
1132,Individu-1132,Perempuan,18,SMA,11568.42,6525.81,36,Suburban,Yes,27.41,92.4,Marketing,28,Low Performer
1133,Individu-1133,Laki-Laki,22,Doktor,22473.67,2005.42,55,Rural,Yes,38.43,93.2,IT,14,Low Performer
1134,Individu-1134,Laki-Laki,39,Magister,17531.9,9572.36,57,Rural,No,43.74,68.48,Finance,18,Low Performer
1135,Individu-1135,Laki-Laki,64,SMA,10632.04,17171.44,17,Rural,Yes,54.78,84.26,Marketing,6,Average
1136,Individu-1136,Perempuan,45,Magister,1502.84,4133.83,55,Urban,Yes,99.18,81.31,Finance,9,High Performer
1137,Individu-1137,Laki-Laki,54,Doktor,11307.85,12606.54,32,Urban,Yes,91.38,73.99,Marketing,38,Average
1138,Individu-1138,Laki-Laki,49,Diploma,27201.39,16802.73,73,Suburban,Yes,83.07,85.6,Marketing,27,High Performer
1139,Individu-1139,Perempuan,27,SMA,23097.74,13017.64,55,Rural,No,33.42,67.21,IT,39,Low Performer
1140,Individu-1140,Laki-Laki,24,Sarjana,6832.52,2609.64,20,Urban,No,15.36,59.82,Marketing,20,Low Performer
1141,Individu-1141,Laki-Laki,48,SMA,18809.04,12875.13,75,Urban,No,6.44,63.05,Operations,28,Low Performer
1142,Individu-1142,Laki-Laki,50,Doktor,21278.5,9279.92,47,Suburban,Yes,72.23,70.51,Operations,17,Average
1143,Individu-1143,Laki-Laki,19,Magister,4749.34,9229.41,46,Suburban,No,56.07,96.51,IT,11,Average
1144,Individu-1144,Laki-Laki,27,Doktor,9757.86,11174.38,53,Rural,No,16.74,88.6,Operations,22,Low Performer
1145,Individu-1145,Laki-Laki,59,SMA,14946.67,13530.17,33,Suburban,Yes,19.35,54.47,HR,20,Low Performer
1146,Individu-1146,Laki-Laki,43,Sarjana,28050.38,5997.71,47,Urban,Yes,36.59,90.55,IT,7,Low Performer
1147,Individu-1147,Laki-Laki,60,Magister,10047.56,4506.18,14,Rural,No,2.1,97.85,Marketing,8,Low Performer
1148,Individu-1148,Laki-Laki,46,Doktor,15423.68,7871.5,51,Suburban,No,63.5,69.59,Finance,14,Average
1149,Individu-1149,Perempuan,54,Diploma,29251.35,1900.0,55,Rural,Yes,74.8,68.72,IT,13,Average
1150,Individu-1150,Perempuan,23,Doktor,20419.8,6925.6,32,Suburban,No,62.79,71.94,IT,26,Average
1151,Individu-1151,Perempuan,41,Magister,17102.42,11827.07,70,Urban,No,11.07,70.44,Marketing,19,Low Performer
1152,Individu-1152,Perempuan,63,Sarjana,9292.61,1144.05,48,Rural,No,40.36,59.27,Operations,38,Low Performer
1153,Individu-1153,Laki-Laki,29,Doktor,12690.05,19943.93,32,Urban,No,7.59,51.67,Marketing,37,Low Performer
1154,Individu-1154,Laki-Laki,48,Diploma,27939.66,12948.97,29,Urban,Yes,85.21,75.1,Marketing,36,Average
1155,Individu-1155,Laki-Laki,29,Sarjana,7472.88,9073.27,51,Suburban,Yes,61.61,74.54,Operations,38,Average
1156,Individu-1156,Perempuan,61,Magister,7789.38,18399.47,24,Urban,No,51.61,61.94,HR,38,Average
1157,Individu-1157,Laki-Laki,54,Magister,18043.02,9645.35,37,Rural,No,55.77,53.71,Marketing,23,Average
1158,Individu-1158,Laki-Laki,43,Doktor,24393.39,1462.69,40,Rural,No,24.87,77.33,Operations,9,Low Performer
1159,Individu-1159,Perempuan,27,Sarjana,3917.5,8357.08,10,Rural,Yes,76.79,91.52,Operations,11,Average
1160,Individu-1160,Perempuan,22,SMA,25300.41,4744.21,63,Rural,No,79.43,91.28,Marketing,37,Average
1161,Individu-1161,Laki-Laki,53,Diploma,3356.75,12887.07,13,Suburban,No,45.51,64.6,Operations,5,Low Performer
1162,Individu-1162,Perempuan,21,Magister,25650.88,6867.63,58,Rural,No,61.94,85.22,Finance,33,Average
1163,Individu-1163,Laki-Laki,47,Sarjana,20672.0,12228.98,79,Urban,Yes,12.61,75.76,Operations,8,Low Performer
1164,Individu-1164,Laki-Laki,49,Diploma,13677.27,498.2,71,Suburban,Yes,13.7,73.79,Finance,28,Low Performer
1165,Individu-1165,Laki-Laki,47,Magister,17187.35,8435.43,40,Urban,Yes,25.98,96.86,Marketing,2,Low Performer
1166,Individu-1166,Perempuan,33,Magister,11109.51,15513.44,58,Urban,Yes,4.2,77.31,Operations,24,Low Performer
1167,Individu-1167,Perempuan,53,Diploma,27976.18,4723.27,50,Urban,No,36.59,54.24,HR,38,Low Performer
1168,Individu-1168,Laki-Laki,46,Doktor,7116.24,18811.23,63,Suburban,No,49.48,90.43,IT,31,Low Performer
1169,Individu-1169,Laki-Laki,45,Doktor,9512.17,9418.81,33,Urban,No,94.39,86.12,HR,36,High Performer
1170,Individu-1170,Laki-Laki,65,Diploma,21677.0,12907.45,78,Rural,Yes,27.09,70.17,IT,16,Low Performer
1171,Individu-1171,Laki-Laki,59,SMA,3046.99,16634.28,80,Rural,No,49.75,56.02,HR,21,Low Performer
1172,Individu-1172,Perempuan,25,Doktor,5366.36,9246.24,65,Rural,No,86.99,59.76,Marketing,38,Average
1173,Individu-1173,Laki-Laki,64,Doktor,12386.03,12146.94,40,Rural,No,19.08,53.6,IT,17,Low Performer
1174,Individu-1174,Perempuan,59,Diploma,20831.05,3892.32,71,Rural,No,49.99,80.13,Finance,28,Low Performer
1175,Individu-1175,Perempuan,21,Doktor,12345.54,8171.77,27,Suburban,Yes,80.98,92.21,HR,12,High Performer
1176,Individu-1176,Perempuan,59,SMA,5717.99,16504.56,49,Suburban,Yes,90.58,58.74,Marketing,18,Average
1177,Individu-1177,Perempuan,19,Diploma,8131.21,19621.22,53,Rural,Yes,78.04,87.55,Finance,39,Average
1178,Individu-1178,Laki-Laki,39,Sarjana,8131.06,866.91,21,Urban,Yes,24.46,60.01,IT,13,Low Performer
1179,Individu-1179,Laki-Laki,24,SMA,19255.53,17208.33,44,Suburban,No,97.93,55.8,HR,33,Average
1180,Individu-1180,Perempuan,37,Diploma,11831.01,12527.63,22,Rural,Yes,74.76,67.53,Operations,4,Average
1181,Individu-1181,Perempuan,41,Magister,10478.25,14459.31,34,Urban,Yes,38.19,96.9,Marketing,6,Low Performer
1182,Individu-1182,Perempuan,20,SMA,1559.99,6479.15,17,Rural,No,18.05,55.86,HR,8,Low Performer
1183,Individu-1183,Laki-Laki,60,SMA,8593.37,1509.37,25,Rural,Yes,4.86,54.94,HR,10,Low Performer
1184,Individu-1184,Laki-Laki,37,Diploma,14352.17,17891.22,28,Urban,Yes,74.32,74.1,Operations,18,Average
1185,Individu-1185,Perempuan,18,SMA,18117.68,15245.88,50,Urban,Yes,69.25,91.01,IT,10,Average
1186,Individu-1186,Perempuan,63,Magister,16708.84,2976.56,72,Urban,Yes,88.17,65.29,IT,16,Average
1187,Individu-1187,Perempuan,20,Sarjana,27354.44,13077.3,34,Rural,No,34.75,84.39,HR,32,Low Performer
1188,Individu-1188,Laki-Laki,45,Sarjana,14456.8,11201.6,76,Suburban,Yes,87.57,51.26,Marketing,5,Average
1189,Individu-1189,Perempuan,55,Sarjana,25059.6,8031.38,70,Suburban,No,66.18,89.97,Finance,40,Average
1190,Individu-1190,Perempuan,56,Diploma,1961.94,3746.25,73,Suburban,No,48.76,76.44,Finance,21,Low Performer
1191,Individu-1191,Perempuan,63,Doktor,10616.03,8662.1,42,Urban,No,38.06,63.15,HR,11,Low Performer
1192,Individu-1192,Perempuan,62,SMA,24574.0,14892.45,79,Urban,No,91.18,61.26,Finance,3,Average
1193,Individu-1193,Perempuan,49,Sarjana,11556.02,17142.07,16,Urban,No,98.66,53.82,HR,35,Average
1194,Individu-1194,Perempuan,35,Doktor,24781.19,9438.05,80,Rural,No,60.91,91.49,HR,22,Average
1195,Individu-1195,Perempuan,49,Magister,26305.75,19793.03,56,Urban,No,18.85,72.01,HR,31,Low Performer
1196,Individu-1196,Laki-Laki,54,Doktor,9940.11,17783.25,79,Rural,Yes,31.07,93.29,IT,36,Low Performer
1197,Individu-1197,Perempuan,28,Sarjana,12025.63,4757.39,68,Rural,No,72.97,80.65,Operations,25,Average
1198,Individu-1198,Perempuan,45,SMA,6470.93,6593.44,37,Suburban,Yes,66.55,97.45,IT,2,Average
1199,Individu-1199,Perempuan,21,Diploma,25678.23,18396.66,66,Rural,Yes,21.8,81.01,IT,28,Low Performer
1200,Individu-1200,Laki-Laki,64,Magister,13125.84,6027.02,22,Suburban,No,69.56,50.57,Operations,18,Average
1201,Individu-1201,Perempuan,45,Diploma,27082.41,15771.61,10,Suburban,Yes,88.89,84.73,HR,1,High Performer
1202,Individu-1202,Laki-Laki,33,SMA,15358.45,14762.74,61,Suburban,Yes,59.53,74.11,Marketing,13,Average
1203,Individu-1203,Perempuan,57,SMA,19121.31,6052.35,60,Suburban,Yes,5.52,82.01,Finance,32,Low Performer
1204,Individu-1204,Laki-Laki,49,Sarjana,13021.58,6771.04,46,Urban,No,66.42,54.46,HR,2,Average
1205,Individu-1205,Perempuan,38,Diploma,13303.44,4739.15,21,Urban,Yes,37.54,57.67,Operations,25,Low Performer
1206,Individu-1206,Laki-Laki,61,SMA,15209.43,5596.2,45,Urban,No,19.35,69.95,Finance,27,Low Performer
1207,Individu-1207,Perempuan,18,Magister,28244.43,10861.31,41,Rural,Yes,98.28,78.53,Operations,26,Average
1208,Individu-1208,Laki-Laki,41,Magister,20697.07,17942.31,36,Suburban,Yes,34.55,86.2,Operations,26,Low Performer
1209,Individu-1209,Laki-Laki,45,Diploma,4375.0,14466.56,73,Rural,Yes,67.98,97.25,Finance,3,Average
1210,Individu-1210,Perempuan,31,Diploma,23585.64,11739.4,32,Suburban,No,6.17,85.97,IT,26,Low Performer
1211,Individu-1211,Laki-Laki,26,Magister,29877.25,10728.53,15,Rural,Yes,98.43,59.42,IT,21,Average
1212,Individu-1212,Laki-Laki,63,Diploma,14635.37,12452.87,55,Urban,Yes,69.94,94.71,HR,24,Average
1213,Individu-1213,Laki-Laki,26,Sarjana,26148.29,4395.83,49,Suburban,Yes,53.88,56.41,Finance,8,Average
1214,Individu-1214,Perempuan,40,Diploma,21994.71,17677.23,68,Rural,No,28.28,87.85,IT,25,Low Performer
1215,Individu-1215,Perempuan,31,Doktor,19691.4,11292.67,23,Suburban,Yes,32.83,96.1,IT,40,Low Performer
1216,Individu-1216,Perempuan,39,Diploma,21293.74,13652.42,37,Rural,Yes,42.1,60.44,IT,29,Low Performer
1217,Individu-1217,Perempuan,57,Diploma,25192.89,10335.03,49,Urban,Yes,66.69,89.78,Marketing,12,Average
1218,Individu-1218,Perempuan,21,Magister,22809.9,16178.29,41,Rural,Yes,75.41,58.72,IT,30,Average
1219,Individu-1219,Perempuan,36,Magister,16150.26,2233.04,23,Rural,No,57.3,83.14,HR,2,Average
1220,Individu-1220,Perempuan,40,Sarjana,18961.93,18279.21,75,Rural,No,22.26,75.35,Operations,36,Low Performer
1221,Individu-1221,Perempuan,61,Magister,22146.24,4375.49,19,Suburban,Yes,65.17,76.79,Finance,36,Average
1222,Individu-1222,Perempuan,61,Magister,10819.62,12957.7,48,Suburban,Yes,1.6,60.69,Operations,8,Low Performer
1223,Individu-1223,Laki-Laki,62,Doktor,15448.12,5910.97,38,Urban,Yes,47.7,85.2,Operations,15,Low Performer
1224,Individu-1224,Perempuan,46,Magister,13036.35,3967.1,31,Rural,No,15.38,93.61,Finance,37,Low Performer
1225,Individu-1225,Perempuan,42,Magister,13562.52,5109.8,47,Urban,No,35.51,98.64,Finance,32,Low Performer
